,avg_expenditure_25_34,avg_expenditure_35_44,avg_expenditure_45_54,avg_expenditure_55_64,CPI,employees_construction,GDP,HCAI_GOVT,HCAI_GSE,HCAI_PP,home-ownership-rate,houses-for-sale-to-sold,industrial_production_cement,0,MORTGAGE30US,pvt_owned_house_under_const,nonresidential_const_val,permits,personal_saving_rate,population,house_units_completed,producer_price_index_concrete_brick,residential_const_val,retail_sales_home_furnishing_stores,target,UNRATE,unrate_construction
2017-02-28,53252.0,66876.0,71622.0,61950.0,0.314611739,6886,19210.252,10.57,2.511,2.612,63.37,5.2,109.9884,2383.0,4.1675,1071.0,450355,1240,7.2,324646.67,1152.0,217.4,532441,9498,187.294,4.6,8.8
2017-03-31,53459.0,67092.0,71850.0,62252.0,0.081279787,6907,19266.592,10.86,2.521,2.582,63.24,4.9,104.8562,2383.0,4.196,1071.0,451060,1285,7.2,324797.34,1162.0,217.2,528759,9576,188.03,4.4,8.4
2017-04-30,53666.0,67308.0,72078.0,62554.0,0.296553337,6917,19322.92,11.154,2.532,2.558,63.11,5.3,99.9622,2482.0,4.045,1074.0,448588,1258,7.2,324948.0,1066.0,219.2,534393,9434,188.812,4.5,6.3
2017-05-31,53873.0,67524.0,72306.0,62856.0,0.085472183,6926,19401.51,11.144,2.622,2.538,63.1,5.2,98.7456,2482.0,4.01,1070.0,449812,1209,7.8,325123.67,1170.0,219.2,537329,9507,189.723,4.4,5.3
2017-06-30,54080.0,67740.0,72534.0,63158.0,0.090711101,6954,19480.1,11.134,2.712,2.518,63.2,5.4,98.5332,2482.0,3.904,1072.0,444462,1329,7.5,325299.34,1238.0,219.2,537271,9570,190.626,4.3,4.5
2017-07-31,54287.0,67956.0,72762.0,63460.0,-0.068992264,6958,19558.693,11.134,2.816,2.485,63.3,6.0,96.3572,2572.33,3.9675,1075.0,438535,1264,7.6,325475.0,1174.0,219.2,541798,9529,191.546,4.3,4.9
2017-08-31,54494.0,68172.0,72990.0,63762.0,0.29944523,6989,19666.783,11.224,2.856,2.515,63.4,6.2,96.2598,2572.33,3.88,1084.0,436401,1314,7.6,325637.67,1100.0,226.7,540873,9601,192.775,4.4,4.7
2017-09-30,54701.0,68388.0,73218.0,64064.0,0.529490589,7003,19774.873,11.314,2.896,2.545,63.4,5.5,96.0601,2572.33,3.805,1093.0,438373,1257,7.3,325800.34,1108.0,248.0,542523,9496,193.827,4.2,4.7
2017-10-31,54908.0,68604.0,73446.0,64366.0,-0.06320421,7029,19882.965,11.411,2.927,2.584,63.43,5.5,98.202,2474.33,3.895,1101.0,439387,1346,7.4,325963.0,1191.0,248.0,536844,9804,194.801,4.1,4.5
2017-11-30,55115.0,68820.0,73674.0,64668.0,0.002432469,7072,19969.885,11.461,2.937,2.564,63.46,4.8,102.1896,2474.33,3.922,1105.0,439051,1302,7.0,326083.67,1180.0,248.0,560535,9937,195.881,4.2,5.0
2017-12-31,55322.0,69036.0,73902.0,64970.0,-0.058783228,7104,20056.805,11.511,2.947,2.544,63.49,5.3,102.0094,2474.33,3.95,1100.0,444967,1309,6.6,326204.34,1203.0,248.0,563267,9960,197.043,4.1,5.9
2018-01-31,55419.0,69214.0,74029.0,65075.0,0.544774545,7107,20143.716,11.558,2.961,2.518,63.6,5.7,100.8531,2476.0,4.032500000000001,1106.0,469639,1352,7.4,326325.0,1204.0,230.9,571783,9875,198.172,4.0,7.3
2018-02-28,55513.0,69394.0,74153.0,65178.0,0.453468997,7194,20259.976,11.608,2.961,2.538,63.7,5.5,101.2208,2476.0,4.33,1111.0,480699,1332,7.6,326451.0,1290.0,230.9,578937,9910,199.133,4.1,7.8
2018-03-31,55607.0,69574.0,74277.0,65281.0,0.22611259,7203,20376.236,11.658,2.961,2.558,63.8,5.2,100.3428,2476.0,4.444,1121.0,472716,1407,7.6,326577.0,1189.0,240.5,575068,9937,200.03,4.0,7.4
2018-04-30,55701.0,69754.0,74401.0,65384.0,0.397509156,7224,20492.492,11.7,2.97,2.568,63.9,5.5,102.2486,2540.33,4.4675,1123.0,473172,1391,7.4,326703.0,1213.0,242.7,576621,10113,200.868,4.0,6.5
2018-05-31,55795.0,69934.0,74525.0,65487.0,0.415891693,7263,20548.032,11.68,2.99,2.568,63.9,5.3,104.4935,2540.33,4.586,1130.0,474349,1331,7.5,326857.67,1263.0,245.0,579548,9974,201.682,3.8,4.4
2018-06-30,55889.0,70114.0,74649.0,65590.0,0.15938757,7279,20603.572,11.66,3.01,2.568,63.9,6.2,102.1195,2540.33,4.57,1125.0,462564,1320,7.6,327012.34,1216.0,245.0,570055,9971,202.485,4.0,4.7
2018-07-31,55983.0,70294.0,74773.0,65693.0,0.006746326,7303,20659.102,11.641,3.019,2.574,63.9,6.3,102.2554,2441.33,4.5275,1125.0,462554,1328,7.6,327167.0,1169.0,245.1,559371,10006,203.097,3.8,3.4
2018-08-31,56077.0,70474.0,74897.0,65796.0,0.055554233,7332,20710.512,11.701,3.029,2.584,63.9,6.6,101.8867,2441.33,4.55,1130.0,465457,1264,7.6,327312.0,1246.0,250.6,548672,9885,203.865,3.8,3.4
2018-09-30,56171.0,70654.0,75021.0,65899.0,0.116202518,7355,20761.922,11.761,3.039,2.594,63.9,6.7,100.1267,2441.33,4.6275,1135.0,462496,1289,7.6,327457.0,1174.0,250.6,548741,9818,204.421,3.7,4.1
2018-10-31,56265.0,70834.0,75145.0,66002.0,0.176676346,7379,20813.325,11.82,3.055,2.618,63.93,7.3,100.1888,2600.33,4.83,1142.0,459209,1275,7.4,327602.0,1116.0,250.6,533269,9907,205.025,3.8,3.6
2018-11-30,56359.0,71014.0,75269.0,66105.0,-0.334934852,7386,20876.085,11.93,3.065,2.668,63.96,6.5,97.8219,2600.33,4.866,1144.0,448823,1318,7.2,327709.0,1142.0,250.6,535057,9917,205.453,3.8,3.9
2018-12-31,56453.0,71194.0,75393.0,66208.0,-0.319396282,7416,20938.845,12.04,3.075,2.718,63.99,7.3,99.0561,2600.33,4.6375,1149.0,458495,1338,9.0,327816.0,1052.0,249.0,516342,9884,205.83,3.9,5.1
2019-01-31,56513.0,71506.0,75551.0,66486.0,0.190659667,7446,21001.591,12.146,3.071,2.774,64.2,6.6,108.0762,2498.0,4.464,1154.0,463513,1295,8.7,327923.0,1246.0,250.7,519565,9787,206.213,4.0,6.4
2019-02-28,56569.0,71814.0,75715.0,66760.0,0.422705314,7415,21097.481,12.086,3.0410000000000004,2.784,64.3,6.0,102.6641,2498.0,4.37,1142.0,469400,1304,8.8,328038.67,1337.0,250.5,519977,9862,206.649,3.8,6.2
2019-03-31,56625.0,72122.0,75879.0,67034.0,0.564135836,7439,21193.371,12.026000000000002,3.011,2.794,64.4,5.6,101.9841,2498.0,4.265,1125.0,479943,1316,8.2,328154.34,1316.0,252.4,521651,10008,207.209,3.8,5.2
2019-04-30,56681.0,72430.0,76043.0,67308.0,0.529500161,7471,21289.268,11.968,2.974,2.791,64.5,5.8,102.6135,2550.67,4.1425,1122.0,482738,1337,7.7,328270.0,1312.0,253.3,527291,10073,207.928,3.7,4.7
2019-05-31,56737.0,72738.0,76207.0,67582.0,0.212875859,7478,21361.178,11.848,2.9240000000000004,2.771,64.5,6.5,101.4282,2550.67,4.072,1131.0,491227,1337,7.4,328423.33,1235.0,256.5,532890,10074,208.626,3.7,3.2
2019-06-30,56793.0,73046.0,76371.0,67856.0,0.019914718,7499,21433.088,11.728,2.874,2.751,64.47,5.6,100.9817,2550.67,3.8025,1143.0,500180,1276,7.2,328576.66,1170.0,254.1,541719,10071,209.112,3.6,4.0
2019-07-31,56849.0,73354.0,76535.0,68130.0,0.167094162,7503,21505.012,11.595,2.831,2.725,64.44,6.2,103.8818,2502.0,3.765,1143.0,509511,1369,7.0,328730.0,1242.0,253.4,552029,10067,209.633,3.6,3.8
2019-08-31,56905.0,73662.0,76699.0,68404.0,-0.005066824,7506,21568.162,11.555,2.791,2.685,64.41,5.8,104.6386,2502.0,3.616,1151.0,516778,1479,7.2,328882.0,1272.0,252.1,556709,10082,210.357,3.7,3.6
2019-09-30,56961.0,73970.0,76863.0,68678.0,0.078344858,7524,21631.312,11.515,2.751,2.645,64.4,5.5,107.698,2502.0,3.605,1160.0,516755,1439,7.3,329034.0,1136.0,253.4,559629,10177,210.998,3.5,3.2
2019-10-31,57017.0,74278.0,77027.0,68952.0,0.228619055,7544,21694.458,11.463,2.696,2.597,64.47,5.5,103.9359,2585.33,3.688,1160.0,519535,1509,7.4,329186.0,1279.0,251.1,561262,10120,211.606,3.6,4.0
2019-11-30,57073.0,74586.0,77191.0,69226.0,-0.053624303,7546,21623.428,11.473,2.6860000000000004,2.657,64.54,5.5,100.9403,2585.33,3.695,1166.0,526675,1509,7.5,329300.33,1252.0,251.9,572412,10219,212.43,3.6,4.4
2019-12-31,57129.0,74894.0,77355.0,69500.0,-0.090976953,7557,21552.398,11.483,2.676,2.717,64.61,5.3,103.3535,2585.33,3.72,1179.0,520012,1453,7.3,329414.66,1308.0,252.7,581530,9990,213.372,3.6,5.0
2020-01-31,57171.0,74829.0,77142.0,69114.0,0.387976994,7615,21481.367,11.488,2.658,2.77,64.2,5.1,114.0748,2486.67,3.624,1196.0,526954,1550,7.8,329529.0,1288.0,252.9,591497,10475,214.41,3.5,5.4
2020-02-29,57214.0,74768.0,76928.0,68734.0,0.274061813,7648,20813.397,11.258,2.668,2.8,64.23,5.3,108.1299,2486.67,3.4650000000000003,1216.0,520487,1478,8.3,329652.0,1294.0,253.7,609742,10456,215.474,3.5,5.5
2020-03-31,57257.0,74707.0,76714.0,68354.0,-0.217645103,7557,20145.427,11.028,2.678,2.83,64.26,6.3,103.5584,2486.67,3.45,1215.0,514802,1382,13.1,329775.0,1267.0,257.2,617567,8225,216.632,4.4,6.9
2020-04-30,57300.0,74646.0,76500.0,67974.0,-0.668694187,6535,19477.444,10.795,2.679,2.851,64.29,6.6,96.947,2545.67,3.306,1194.0,488521,1094,33.8,329898.0,1191.0,257.6,597672,4160,217.495,14.8,16.6
2020-05-31,57343.0,74585.0,76286.0,67594.0,0.001950162,7004,20031.154,10.655,2.629,2.801,64.3,5.3,99.1911,2545.67,3.2325,1179.0,479172,1246,24.8,330054.67,1178.0,263.3,584171,7349,217.801,13.3,12.7
2020-06-30,57386.0,74524.0,76072.0,67214.0,0.547204693,7171,20584.864,10.515,2.579,2.751,64.42999999999999,4.3,103.7352,2545.67,3.1625,1187.0,480422,1296,19.3,330211.34,1243.0,263.3,590445,10104,218.36,11.1,10.1
2020-07-31,57429.0,74463.0,75858.0,66834.0,0.50582435,7197,21138.574,10.377,2.534,2.688,64.56,3.6,102.3294,2468.0,3.016,1199.0,475021,1542,18.7,330368.0,1340.0,261.4,608617,10346,219.915,10.2,8.9
2020-08-31,57472.0,74402.0,75644.0,66454.0,0.315321052,7223,21251.584,10.437,2.534,2.708,64.69,3.5,100.7609,2468.0,2.935,1212.0,466127,1522,15.0,330517.0,1216.0,261.4,632725,10812,222.704,8.4,7.6
2020-09-30,57515.0,74341.0,75430.0,66074.0,0.139274694,7256,21364.594,10.497,2.534,2.728,64.7,3.5,100.6016,2468.0,2.89,1218.0,458779,1589,14.3,330666.0,1426.0,263.3,648272,10843,225.908,7.8,7.1
2020-10-31,57558.0,74280.0,75216.0,65694.0,0.041493776,7329,21477.597,10.561,2.533,2.744,64.8,3.5,102.4985,2621.33,2.834,1228.0,456022,1595,13.6,330815.0,1356.0,263.3,664062,10864,229.41,6.9,6.8
2020-11-30,57601.0,74219.0,75002.0,65314.0,-0.061062722,7353,21664.477000000003,10.621,2.543,2.764,64.9,4.0,109.141,2621.33,2.765,1247.0,447290,1696,13.0,330880.33,1244.0,263.3,684497,10705,232.643,6.7,7.3
2020-12-31,57644.0,74158.0,74788.0,64934.0,0.094147847,7400,21851.357,10.681,2.553,2.7840000000000003,65.0,3.8,111.1357,2621.33,2.684,1264.0,442157,1758,14.0,330945.66,1386.0,263.3,704835,10621,235.604,6.7,9.6
